time_s,front_y_px_raw,front_y_px_fit
5.56,,175.7852043407317
5.6,,175.78868689446085
5.64,,175.79216944818998
5.68,,175.7956520019191
5.72,,175.79913455564827
5.76,,175.8026171093774
5.8,,175.80609966310652
5.84,,175.80958221683568
5.88,,175.81306477056484
5.92,,175.81654732429396
5.96,,175.8200298780231
6.0,,175.82351243175225
6.04,,175.8269949854814
6.08,,175.8304775392105
6.12,,175.83396009293966
6.16,,175.83744264666882
6.2,,175.84092520039795
6.24,,175.84440775412708
6.28,,175.84789030785623
6.32,,175.8513728615854
6.36,,175.85485541531452
6.4,,175.85833796904365
6.44,,175.8618205227728
6.48,,175.86530307650193
6.52,,175.86878563023106
6.56,,175.87226818396022
6.6,,175.87575073768937
6.64,,175.8792332914185
6.68,,175.88271584514763
6.72,,175.8861983988768
6.76,,175.88968095260594
6.8,,175.89316350633507
6.84,,175.8966460600642
6.88,,175.90012861379336
6.92,,175.90361116752248
6.96,,175.9070937212516
7.0,,175.91057627498077
7.04,,175.91405882870993
7.08,,175.91754138243905
7.12,,175.92102393616818
7.16,,175.92450648989734
7.2,,175.9279890436265
7.24,,175.9314715973556
7.28,,175.93495415108475
7.32,,175.9384367048139
7.36,,175.94191925854304
7.4,,175.94540181227217
7.44,,175.94888436600132
7.48,,175.95236691973048
7.52,,175.9558494734596
7.56,,175.95933202718874
7.6,,175.9628145809179
7.64,,175.96629713464702
7.68,,175.96977968837615
7.72,,175.9732622421053
7.76,,175.97674479583446
7.8,,175.9802273495636
7.84,,175.98370990329272
7.88,,175.98719245702188
7.92,,175.99067501075103
7.96,,175.99415756448016
8.0,,175.9976401182093
8.04,,176.00112267193845
8.08,,176.00460522566758
8.12,,176.0080877793967
8.16,,176.01157033312586
8.2,,176.01505288685502
8.24,,176.01853544058415
8.28,,176.02201799431327
8.32,,176.02550054804243
8.36,,176.0289831017716
8.4,,176.03246565550072
8.44,,176.03594820922984
8.48,,176.039430762959
8.52,,176.04291331668813
8.56,,176.04639587041726
8.6,,176.0498784241464
8.64,,176.05336097787557
8.68,,176.0568435316047
8.72,,176.06032608533383
8.76,,176.06380863906298
8.8,,176.0672911927921
8.84,,176.07077374652124
8.88,,176.0742563002504
8.92,,176.07773885397955
8.96,,176.08122140770868
9.0,,176.0847039614378
9.04,,176.08818651516697
9.08,,176.09166906889612
9.12,,176.09515162262525
9.16,,176.09863417635438
9.2,,176.10211673008354
9.24,,176.10559928381267
9.28,,176.1090818375418
9.32,,176.11256439127095
9.36,,176.1160469450001
9.4,,176.11952949872924
9.44,,176.12301205245836
9.48,,176.12649460618752
9.52,,176.12997715991668
9.56,,176.1334597136458
9.6,,176.13694226737493
9.64,,176.1404248211041
9.68,,176.14390737483322
9.72,,176.14738992856235
9.76,,176.1508724822915
9.8,,176.15435503602066
9.84,,176.1578375897498
9.88,,176.16132014347892
9.92,,176.16480269720807
9.96,,176.16828525093723
10.0,,176.17176780466633
10.04,,176.1752503583955
10.08,,176.17873291212464
10.12,,176.18221546585377
10.16,,176.1856980195829
10.2,,176.18918057331206
10.24,,176.19266312704121
10.28,,176.19614568077034
10.32,,176.19962823449947
10.36,,176.20311078822863
10.4,,176.20659334195776
10.44,,176.21007589568688
10.48,,176.21355844941604
10.52,,176.2170410031452
10.56,,176.22052355687433
10.6,,176.22400611060345
10.64,,176.2274886643326
10.68,,176.23097121806177
10.72,,176.2344537717909
10.76,,176.23793632552002
10.8,,176.24141887924918
10.84,,176.2449014329783
10.88,,176.24838398670744
10.92,,176.2518665404366
10.96,,176.25534909416575
11.0,,176.25883164789488
11.04,,176.262314201624
11.08,,176.26579675535316
11.12,,176.26927930908232
11.16,,176.27276186281142
11.2,,176.27624441654058
11.24,,176.27972697026973
11.28,,176.28320952399886
11.32,,176.286692077728
11.36,,176.29017463145715
11.4,,176.2936571851863
11.44,,176.29713973891543
11.48,,176.30062229264456
11.52,,176.30410484637372
11.56,,176.30758740010285
11.6,,176.31106995383197
11.64,,176.31455250756113
11.68,,176.3180350612903
11.72,,176.32151761501942
11.76,,176.32500016874855
11.8,,176.3284827224777
11.84,,176.33196527620686
11.88,,176.335447829936
11.92,,176.33893038366512
11.96,,176.34241293739427
12.0,,176.3458954911234
12.04,,176.34937804485253
12.08,,176.35286059858169
12.12,,176.35634315231084
12.16,,176.35982570603997
12.2,,176.3633082597691
12.24,,176.36679081349826
12.28,,176.3702733672274
12.32,,176.3737559209565
12.36,,176.37723847468567
12.4,,176.38072102841483
12.44,,176.38420358214395
12.48,,176.38768613587308
12.52,,176.39116868960224
12.56,,176.3946512433314
12.6,,176.39813379706052
12.64,,176.40161635078965
12.68,,176.4050989045188
12.72,,176.40858145824794
12.76,,176.41206401197707
12.8,,176.41554656570622
12.84,,176.41902911943538
12.88,,176.4225116731645
12.92,,176.42599422689364
12.96,,176.4294767806228
13.0,,176.43295933435195
13.04,,176.43644188808108
13.08,,176.4399244418102
13.12,,176.44340699553936
13.16,,176.4468895492685
13.2,,176.45037210299762
13.24,,176.45385465672678
13.28,,176.45733721045593
13.32,,176.46081976418506
13.36,,176.4643023179142
13.4,,176.46778487164335
13.44,,176.4712674253725
13.48,,176.4747499791016
13.52,,176.47823253283076
13.56,,176.48171508655992
13.6,,176.48519764028904
13.64,,176.48868019401817
13.68,,176.49216274774733
13.72,,176.4956453014765
13.76,,176.49912785520561
13.8,,176.50261040893474
13.84,,176.5060929626639
13.88,,176.50957551639303
13.92,,176.51305807012216
13.96,,176.5165406238513
14.0,,176.52002317758047
14.04,,176.5235057313096
14.08,,176.52698828503873
14.12,,176.53047083876788
14.16,,176.53395339249704
14.2,,176.53743594622617
14.24,,176.5409184999553
14.28,,176.54440105368445
14.32,,176.54788360741358
14.36,,176.5513661611427
14.4,,176.55484871487187
14.44,,176.55833126860102
14.48,,176.56181382233015
14.52,,176.56529637605928
14.56,,176.56877892978844
14.6,,176.5722614835176
14.64,,176.57574403724672
14.68,,176.57922659097585
14.72,,176.582709144705
14.76,,176.58619169843413
14.8,,176.58967425216326
14.84,,176.59315680589242
14.88,,176.59663935962158
14.92,,176.6001219133507
14.96,,176.60360446707983
15.0,,176.607087020809
15.04,,176.61056957453815
15.08,,176.61405212826725
15.12,,176.6175346819964
15.16,,176.62101723572556
15.2,,176.6244997894547
15.24,,176.62798234318382
15.28,,176.63146489691297
15.32,,176.63494745064213
15.36,,176.63843000437126
15.4,,176.6419125581004
15.44,,176.64539511182954
15.48,,176.64887766555867
15.52,,176.6523602192878
15.56,,176.65584277301696
15.6,,176.6593253267461
15.64,,176.66280788047524
15.68,,176.66629043420437
15.72,,176.66977298793353
15.76,,176.67325554166268
15.8,,176.6767380953918
15.84,,176.68022064912094
15.88,,176.6837032028501
15.92,,176.68718575657923
15.96,,176.69066831030835
16.0,,176.6941508640375
16.04,,176.69763341776667
16.08,,176.7011159714958
16.12,,176.70459852522492
16.16,,176.70808107895408
16.2,,176.71156363268324
16.24,,176.71504618641234
16.28,,176.7185287401415
16.32,,176.72201129387065
16.36,,176.72549384759978
16.4,,176.7289764013289
16.44,,176.73245895505806
16.48,,176.73594150878722
16.52,,176.73942406251635
16.56,,176.74290661624548
16.6,,176.74638916997463
16.64,,176.74987172370376
16.68,,176.7533542774329
16.72,,176.75683683116205
16.76,,176.7603193848912
16.8,,176.76380193862033
16.84,,176.76728449234946
16.88,,176.77076704607862
16.92,,176.77424959980777
16.96,,176.7777321535369
17.0,,176.78121470726603
17.04,,176.7846972609952
17.08,,176.78817981472432
17.12,,176.79166236845344
17.16,,176.7951449221826
17.2,,176.79862747591176
17.24,,176.8021100296409
17.28,,176.80559258337001
17.32,,176.80907513709917
17.36,,176.81255769082833
17.4,,176.81604024455743
17.44,,176.81952279828658
17.48,,176.82300535201574
17.52,,176.82648790574487
17.56,,176.829970459474
17.6,,176.83345301320315
17.64,,176.8369355669323
17.68,,176.84041812066144
17.72,,176.84390067439057
17.76,,176.84738322811972
17.8,,176.85086578184885
17.84,,176.85434833557798
17.88,,176.85783088930714
17.92,,176.8613134430363
17.96,,176.86479599676542
18.0,,176.86827855049455
18.04,,176.8717611042237
18.08,,176.87524365795286
18.12,,176.878726211682
18.16,,176.88220876541112
18.2,,176.88569131914028
18.24,,176.8891738728694
18.28,,176.89265642659853
18.32,,176.8961389803277
18.36,,176.89962153405685
18.4,,176.90310408778598
18.44,,176.9065866415151
18.48,,176.91006919524426
18.52,,176.91355174897342
18.56,,176.91703430270252
18.6,,176.92051685643168
18.64,,176.92399941016083
18.68,,176.92748196388996
18.72,,176.9309645176191
18.76,,176.93444707134825
18.8,,176.9379296250774
18.84,,176.94141217880653
18.88,,176.94489473253566
18.92,,176.94837728626482
18.96,,176.95185983999394
19.0,,176.95534239372307
19.04,,176.95882494745223
19.08,,176.96230750118139
19.12,,176.9657900549105
19.16,,176.96927260863964
19.2,,176.9727551623688
19.24,,176.97623771609796
19.28,,176.97972026982708
19.32,,176.9832028235562
19.36,,176.98668537728537
19.4,,176.9901679310145
19.44,,176.99365048474363
19.48,,176.99713303847278
19.52,,177.00061559220194
19.56,,177.00409814593107
19.6,,177.0075806996602
19.64,,177.01106325338935
19.68,,177.0145458071185
19.72,,177.01802836084764
19.76,,177.02151091457677
19.8,,177.02499346830592
19.84,,177.02847602203505
19.88,,177.03195857576418
19.92,,177.03544112949334
19.96,,177.0389236832225
20.0,,177.04240623695162
20.04,,177.04588879068075
20.08,,177.0493713444099
20.12,,177.05285389813906
20.16,,177.05633645186816
20.2,,177.05981900559732
20.24,,177.06330155932648
20.28,,177.0667841130556
20.32,,177.07026666678473
20.36,,177.0737492205139
20.4,,177.07723177424305
20.44,,177.08071432797217
20.48,,177.0841968817013
20.52,,177.08767943543046
20.56,,177.0911619891596
20.6,,177.09464454288872
20.64,,177.09812709661787
20.68,,177.10160965034703
20.72,,177.10509220407616
20.76,,177.1085747578053
20.8,,177.11205731153444
20.84,,177.1155398652636
20.88,,177.11902241899273
20.92,,177.12250497272186
20.96,,177.125987526451
21.0,,177.12947008018014
21.04,,177.13295263390927
21.08,,177.13643518763843
21.12,,177.13991774136758
21.16,,177.1434002950967
21.2,,177.14688284882584
21.24,,177.150365402555
21.28,,177.15384795628415
21.32,,177.15733051001325
21.36,,177.1608130637424
21.4,,177.16429561747157
21.44,,177.1677781712007
21.48,,177.17126072492982
21.52,,177.17474327865898
21.56,,177.17822583238814
21.6,,177.18170838611726
21.64,,177.1851909398464
21.68,,177.18867349357555
21.72,,177.19215604730468
21.76,,177.1956386010338
21.8,,177.19912115476296
21.84,,177.20260370849212
21.88,,177.20608626222125
21.92,,177.20956881595038
21.96,,177.21305136967953
22.0,,177.2165339234087
22.04,,177.22001647713782
22.08,,177.22349903086695
22.12,,177.2269815845961
22.16,,177.23046413832523
22.2,,177.23394669205436
22.24,,177.23742924578352
22.28,,177.24091179951267
22.32,,177.2443943532418
22.36,,177.24787690697093
22.4,,177.2513594607001
22.44,,177.25484201442924
22.48,,177.25832456815834
22.52,,177.2618071218875
22.56,,177.26528967561666
22.6,,177.26877222934579
22.64,,177.2722547830749
22.68,,177.27573733680407
22.72,,177.27921989053323
22.76,,177.28270244426236
22.8,,177.28618499799148
22.84,,177.28966755172064
22.88,,177.29315010544977
22.92,,177.2966326591789
22.96,,177.30011521290805
23.0,,177.3035977666372
23.04,,177.30708032036634
23.08,,177.31056287409547
23.12,,177.31404542782462
23.16,,177.31752798155378
23.2,,177.3210105352829
23.24,,177.32449308901204
23.28,,177.3279756427412
23.32,,177.33145819647032
23.36,,177.33494075019945
23.4,,177.3384233039286
23.44,,177.34190585765776
23.48,,177.3453884113869
23.52,,177.34887096511602
23.56,,177.35235351884518
23.6,,177.35583607257433
23.64,,177.35931862630343
23.68,,177.3628011800326
23.72,,177.36628373376175
23.76,,177.36976628749088
23.8,,177.37324884122
23.84,,177.37673139494916
23.88,,177.38021394867832
23.92,,177.38369650240745
23.96,,177.38717905613657
24.0,,177.39066160986573
24.04,,177.39414416359486
24.08,,177.397626717324
24.12,,177.40110927105314
24.16,,177.4045918247823
24.2,,177.40807437851143
24.24,,177.41155693224056
24.28,,177.41503948596971
24.32,,177.41852203969887
24.36,,177.422004593428
24.4,,177.42548714715713
24.44,,177.42896970088628
24.48,,177.4324522546154
24.52,,177.43593480834454
24.56,,177.4394173620737
24.6,,177.44289991580285
24.64,,177.44638246953198
24.68,,177.4498650232611
24.72,,177.45334757699027
24.76,,177.45683013071942
24.8,,177.46031268444855
24.84,,177.46379523817768
24.88,,177.46727779190684
24.92,,177.47076034563597
24.96,,177.4742428993651
25.0,,177.47772545309425
25.04,,177.4812080068234
25.08,,177.48469056055254
25.12,,177.48817311428166
25.16,,177.49165566801082
25.2,,177.49513822173998
25.24,,177.49862077546908
25.28,,177.50210332919823
25.32,,177.5055858829274
25.36,,177.50906843665652
25.4,,177.51255099038565
25.44,,177.5160335441148
25.48,,177.51951609784396
25.52,,177.5229986515731
25.56,,177.52648120530222
25.6,,177.52996375903138
25.64,,177.5334463127605
25.68,,177.53692886648963
25.72,,177.5404114202188
25.76,,177.54389397394795
25.8,,177.54737652767707
25.84,,177.5508590814062
25.88,,177.55434163513536
25.92,,177.55782418886452
25.96,,177.56130674259364
26.0,,177.56478929632277
26.04,,177.56827185005193
26.08,,177.57175440378106
26.12,,177.57523695751019
26.16,,177.57871951123934
26.2,,177.5822020649685
26.24,,177.58568461869763
26.28,,177.58916717242676
26.32,,177.5926497261559
26.36,,177.59613227988507
26.4,,177.59961483361417
26.44,,177.60309738734333
26.48,,177.60657994107248
26.52,,177.6100624948016
26.56,,177.61354504853074
26.6,,177.6170276022599
26.64,,177.62051015598905
26.68,,177.62399270971818
26.72,,177.6274752634473
26.76,,177.63095781717647
26.8,,177.6344403709056
26.84,,177.63792292463472
26.88,,177.64140547836388
26.92,,177.64488803209304
26.96,,177.64837058582216
27.0,,177.6518531395513
27.04,,177.65533569328045
27.08,,177.6588182470096
27.12,,177.66230080073873
27.16,,177.66578335446786
27.2,,177.66926590819702
27.24,,177.67274846192615
27.28,,177.67623101565528
27.32,,177.67971356938443
27.36,,177.6831961231136
27.4,,177.68667867684272
27.44,,177.69016123057185
27.48,,177.693643784301
27.52,,177.69712633803016
27.56,,177.70060889175926
27.6,,177.70409144548842
27.64,,177.70757399921757
27.68,,177.7110565529467
27.72,,177.71453910667583
27.76,,177.718021660405
27.8,,177.72150421413414
27.84,,177.72498676786327
27.88,,177.7284693215924
27.92,,177.73195187532156
27.96,,177.73543442905068
28.0,,177.7389169827798
28.04,,177.74239953650897
28.08,,177.74588209023813
28.12,,177.74936464396725
28.16,,177.75284719769638
28.2,,177.75632975142554
28.24,,177.7598123051547
28.28,,177.76329485888382
28.32,,177.76677741261295
28.36,,177.7702599663421
28.4,,177.77374252007124
28.44,,177.77722507380037
28.48,,177.78070762752952
28.52,,177.78419018125868
28.56,,177.7876727349878
28.6,,177.79115528871694
28.64,,177.7946378424461
28.68,,177.79812039617525
28.72,,177.80160294990435
28.76,,177.8050855036335
28.8,,177.80856805736266
28.84,,177.8120506110918
28.88,,177.81553316482092
28.92,,177.81901571855008
28.96,,177.82249827227923
29.0,,177.82598082600836
29.04,,177.8294633797375
29.08,,177.83294593346665
29.12,,177.8364284871958
29.16,,177.8399110409249
29.2,,177.84339359465406
29.24,,177.84687614838322
29.28,,177.85035870211235
29.32,,177.85384125584147
29.36,,177.85732380957063
29.4,,177.8608063632998
29.44,,177.86428891702892
29.48,,177.86777147075804
29.52,,177.8712540244872
29.56,,177.87473657821633
29.6,,177.87821913194546
29.64,,177.8817016856746
29.68,,177.88518423940377
29.72,,177.8886667931329
29.76,,177.89214934686203
29.8,,177.89563190059118
29.84,,177.89911445432034
29.88,,177.90259700804947
29.92,,177.9060795617786
29.96,,177.90956211550775
30.0,,177.91304466923688
30.04,,177.916527222966
30.08,,177.92000977669517
30.12,,177.92349233042432
30.16,,177.92697488415345
30.2,,177.93045743788258
30.24,,177.93393999161174
30.28,,177.9374225453409
30.32,,177.94090509907
30.36,,177.94438765279915
30.4,,177.9478702065283
30.44,,177.95135276025744
30.48,,177.95483531398656
30.52,,177.95831786771572
30.56,,177.96180042144488
30.6,,177.965282975174
30.64,,177.96876552890313
30.68,,177.9722480826323
30.72,,177.97573063636142
30.76,,177.97921319009055
30.8,,177.9826957438197
30.84,,177.98617829754886
30.88,,177.989660851278
30.92,,177.99314340500712
30.96,,177.99662595873627
31.0,,178.00010851246543
31.04,,178.00359106619456
31.08,,178.0070736199237
31.12,,178.01055617365284
31.16,,178.01403872738197
31.2,,178.0175212811111
31.24,,178.02100383484026
31.28,,178.02448638856941
31.32,,178.02796894229854
31.36,,178.03145149602767
31.4,,178.03493404975683
31.44,,178.03841660348598
31.48,,178.04189915721508
31.52,,178.04538171094424
31.56,,178.0488642646734
31.6,,178.05234681840253
31.64,,178.05582937213165
31.68,,178.0593119258608
31.72,,178.06279447958997
31.76,,178.0662770333191
31.8,,178.06975958704822
31.84,,178.07324214077738
31.88,,178.0767246945065
31.92,,178.08020724823564
31.96,,178.0836898019648
32.0,,178.08717235569395
32.04,,178.09065490942308
32.08,,178.0941374631522
32.12,,178.09762001688136
32.16,,178.10110257061052
32.2,,178.10458512433965
32.24,,178.10806767806878
32.28,,178.11155023179793
32.32,,178.11503278552706
32.36,,178.1185153392562
32.4,,178.12199789298535
32.44,,178.1254804467145
32.48,,178.12896300044363
32.52,,178.13244555417276
32.56,,178.13592810790192
32.6,,178.13941066163108
32.64,,178.14289321536017
32.68,,178.14637576908933
32.72,,178.1498583228185
32.76,,178.15334087654762
32.8,,178.15682343027675
32.84,,178.1603059840059
32.88,,178.16378853773506
32.92,,178.1672710914642
32.96,,178.17075364519332
33.0,,178.17423619892247
33.04,,178.1777187526516
33.08,,178.18120130638073
33.12,,178.18468386010989
33.16,,178.18816641383904
33.2,,178.19164896756817
33.24,,178.1951315212973
33.28,,178.19861407502646
33.32,,178.2020966287556
33.36,,178.20557918248474
33.4,,178.20906173621387
33.44,,178.21254428994303
33.48,,178.21602684367215
33.52,,178.21950939740128
33.56,,178.22299195113044
33.6,,178.2264745048596
33.64,,178.22995705858872
33.68,,178.23343961231785
33.72,,178.236922166047
33.76,,178.24040471977617
33.8,,178.24388727350527
33.84,,178.24736982723442
33.88,,178.25085238096358
33.92,,178.2543349346927
33.96,,178.25781748842184
34.0,,178.261300042151
34.04,,178.26478259588015
34.08,,178.26826514960928
34.12,,178.2717477033384
34.16,,178.27523025706756
34.2,,178.27871281079672
34.24,,178.28219536452582
34.28,,178.28567791825498
34.32,,178.28916047198413
34.36,,178.29264302571326
34.4,,178.2961255794424
34.44,,178.29960813317155
34.48,,178.3030906869007
34.52,,178.30657324062983
34.56,,178.31005579435896
34.6,,178.31353834808812
34.64,,178.31702090181724
34.68,,178.32050345554637
34.72,,178.32398600927553
34.76,,178.3274685630047
34.8,,178.33095111673381
34.84,,178.33443367046294
34.88,,178.3379162241921
34.92,,178.34139877792126
34.96,,178.34488133165038
35.0,,178.3483638853795
35.04,,178.35184643910867
35.08,,178.3553289928378
35.12,,178.35881154656693
35.16,,178.36229410029608
35.2,,178.36577665402524
35.24,,178.36925920775437
35.28,,178.3727417614835
35.32,,178.37622431521265
35.36,,178.3797068689418
35.4,,178.3831894226709
35.44,,178.38667197640007
35.48,,178.39015453012922
35.52,,178.39363708385835
35.56,,178.39711963758748
35.6,,178.40060219131664
35.64,,178.4040847450458
35.68,,178.40756729877492
35.72,,178.41104985250405
35.76,,178.4145324062332
35.8,,178.41801495996233
35.84,,178.42149751369146
35.88,,178.42498006742062
35.92,,178.42846262114978
35.96,,178.4319451748789
36.0,,178.43542772860803
36.04,,178.4389102823372
36.08,,178.44239283606635
36.12,,178.44587538979548
36.16,,178.4493579435246
36.2,,178.45284049725376
36.24,,178.4563230509829
36.28,,178.45980560471202
36.32,,178.46328815844117
36.36,,178.46677071217033
36.4,,178.47025326589946
36.44,,178.4737358196286
36.48,,178.47721837335774
36.52,,178.4807009270869
36.56,,178.484183480816
36.6,,178.48766603454516
36.64,,178.4911485882743
36.68,,178.49463114200344
36.72,,178.49811369573257
36.76,,178.50159624946173
36.8,,178.50507880319088
36.84,,178.50856135692
36.88,,178.51204391064914
36.92,,178.5155264643783
36.96,,178.51900901810743
37.0,,178.52249157183655
37.04,,178.5259741255657
37.08,,178.52945667929487
37.12,,178.532939233024
37.16,,178.53642178675312
37.2,,178.53990434048228
37.24,,178.54338689421144
37.28,,178.54686944794057
37.32,,178.5503520016697
37.36,,178.55383455539885
37.4,,178.55731710912798
37.44,,178.5607996628571
37.48,,178.56428221658626
37.52,,178.56776477031542
37.56,,178.57124732404455
37.6,,178.57472987777368
37.64,,178.57821243150283
37.68,,178.581694985232
37.72,,178.5851775389611
37.76,,178.58866009269025
37.8,,178.5921426464194
37.84,,178.59562520014853
37.88,,178.59910775387766
37.92,,178.60259030760682
37.96,,178.60607286133597
38.0,,178.6095554150651
38.04,,178.61303796879423
38.08,,178.6165205225234
38.12,,178.62000307625252
38.16,,178.62348562998164
38.2,,178.6269681837108
38.24,,178.63045073743996
38.28,,178.6339332911691
38.32,,178.63741584489821
38.36,,178.64089839862737
38.4,,178.64438095235653
38.44,,178.64786350608566
38.48,,178.65134605981478
38.52,,178.65482861354394
38.56,,178.65831116727307
38.6,,178.6617937210022
38.64,,178.66527627473135
38.68,,178.6687588284605
38.72,,178.67224138218964
38.76,,178.67572393591877
38.8,,178.67920648964792
38.84,,178.68268904337708
38.88,,178.68617159710618
38.92,,178.68965415083534
38.96,,178.6931367045645
39.0,,178.69661925829362
39.04,,178.70010181202275
39.08,,178.7035843657519
39.12,,178.70706691948106
39.16,,178.7105494732102
39.2,,178.71403202693932
39.24,,178.71751458066848
39.28,,178.72099713439763
39.32,,178.72447968812673
39.36,,178.7279622418559
39.4,,178.73144479558505
39.44,,178.73492734931418
39.48,,178.7384099030433
39.52,,178.74189245677246
39.56,,178.74537501050162
39.6,,178.74885756423075
39.64,,178.75234011795987
39.68,,178.75582267168903
39.72,,178.75930522541816
39.76,,178.7627877791473
39.8,,178.76627033287645
39.84,,178.7697528866056
39.88,,178.77323544033473
39.92,,178.77671799406386
39.96,,178.78020054779302
40.0,,178.78368310152217
40.04,,178.7871656552513
40.08,,178.79064820898043
40.12,,178.79413076270959
40.16,,178.7976133164387
40.2,,178.80109587016784
40.24,,178.804578423897
40.28,,178.80806097762616
40.32,,178.81154353135528
40.36,,178.8150260850844
40.4,,178.81850863881357
40.44,,178.82199119254273
40.48,,178.82547374627183
40.52,,178.82895630000098
40.56,,178.83243885373014
40.6,,178.83592140745927
40.64,,178.8394039611884
40.68,,178.84288651491755
40.72,,178.8463690686467
40.76,,178.84985162237584
40.8,,178.85333417610497
40.84,,178.85681672983412
40.88,,178.86029928356325
40.92,,178.86378183729238
40.96,,178.86726439102154
41.0,,178.8707469447507
41.04,,178.87422949847982
41.08,,178.87771205220895
41.12,,178.8811946059381
41.16,,178.88467715966726
41.2,,178.8881597133964
41.24,,178.89164226712552
41.28,,178.89512482085468
41.32,,178.8986073745838
41.36,,178.90208992831293
41.4,,178.9055724820421
41.44,,178.90905503577125
41.48,,178.91253758950037
41.52,,178.9160201432295
41.56,,178.91950269695866
41.6,,178.92298525068782
41.64,,178.92646780441692
41.68,,178.92995035814607
41.72,,178.93343291187523
41.76,,178.93691546560436
41.8,,178.9403980193335
41.84,,178.94388057306264
41.88,,178.9473631267918
41.92,,178.95084568052093
41.96,,178.95432823425006
42.0,,178.9578107879792
42.04,,178.96129334170834
42.08,,178.96477589543747
42.12,,178.96825844916663
42.16,,178.97174100289578
42.2,,178.9752235566249
42.24,,178.97870611035404
42.28,,178.9821886640832
42.32,,178.98567121781235
42.36,,178.98915377154148
42.4,,178.9926363252706
42.44,,178.99611887899977
42.48,,178.9996014327289
42.52,,179.00308398645802
42.56,,179.00656654018718
42.6,,179.01004909391634
42.64,,179.01353164764546
42.68,,179.0170142013746
42.72,,179.02049675510375
42.76,,179.0239793088329
42.8,,179.027461862562
42.84,,179.03094441629116
42.88,,179.03442697002032
42.92,,179.03790952374945
42.96,,179.04139207747858
